micro_cluster_id	keyword_seq	keyword
913	8	Charge Transfer
913	9	Organic Electronics
913	10	Surface Modification
914	1	Tactile Perception
914	2	Cross-modal Plasticity
914	3	Haptic Interfaces
914	4	Sensory Substitution
914	5	Visual Cortex Activity
914	6	Auditory Localization
914	7	Neural Reorganization
914	8	Pleasant Touch
914	9	Braille Reading
914	10	Vibrotactile Display
915	1	Copper
915	2	Zinc
915	3	Oxidative Stress
915	4	Antioxidant
915	5	Metallothionein
915	6	Neurological Disorders
915	7	Homeostasis
915	8	Toxicity
915	9	Immune Function
915	10	Nutrition
916	1	Virtual Reality Training
916	2	Surgical Skills
916	3	Laparoscopic Surgery
916	4	Robotic Surgery
916	5	Simulation-Based Training
916	6	Technical Skills Assessment
916	7	Operating Room Performance
916	8	Telesurgery
916	9	Skill Transfer
916	10	Medical Education
917	1	Smart Grid
917	2	Cyber-Physical Systems
917	3	Security
917	4	False Data Injection Attacks
917	5	Communication Networks
917	6	SCADA Systems
917	7	Privacy
917	8	Attack Detection
917	9	Denial-of-Service Attacks
917	10	Machine Learning
918	1	Memory Retrieval
918	2	Episodic Memory
918	3	Recollection
918	4	Familiarity
918	5	Metacognition
918	6	Emotional Memory
918	7	Testing Effect
918	8	Neural Correlates
918	9	Forgetting
918	10	False Memory
919	1	Deep Brain Stimulation
919	2	Parkinson's Disease
919	3	Subthalamic Nucleus
919	4	Basal Ganglia
919	5	Treatment-Resistant Depression
919	6	Neuromodulation
919	7	Epilepsy
919	8	Dystonia
919	9	Circuitry
919	10	Neurological Disorders
920	1	Chitosan
920	2	Nanoparticles
920	3	Mucosal
920	4	Drug Delivery
920	5	Polymeric
920	6	Microspheres
920	7	Mucoadhesive
920	8	Ocular
920	9	Nasal
920	10	Protein
921	1	Neutrino Flavor Transformation
921	2	Neutrino Oscillations
921	3	Double-Beta Decay
921	4	Supernova Simulations
921	5	Sterile Neutrinos
921	6	Solar Neutrinos
921	7	Reactor Antineutrinos
921	8	Neutrino Masses
921	9	Neutrino Interactions
921	10	Neutrino Detection
922	1	Ferrite Nanoparticles
922	2	Synthesis
922	3	Magnetic Properties
922	4	Applications
922	5	Spinel Structure
922	6	Microwave Ferrites
922	7	Cobalt Ferrite
922	8	Magnetic Nanoparticles
922	9	Structural Characterization
922	10	Magnetic Behavior
923	1	Atomic Force Microscopy
923	2	Force Spectroscopy
923	3	Nanoscale Friction
923	4	Mechanochemistry
923	5	High-Speed Imaging
923	6	Single-Molecule Studies
923	7	Biological Applications
923	8	Surface Forces
923	9	Nanotribology
923	10	Mechanical Manipulation
924	1	Arterial Stiffness
924	2	Endothelial Dysfunction
924	3	Cardiovascular Events
924	4	Pulse Wave Velocity
924	5	Aortic Stiffness
924	6	Vascular Aging
924	7	Brachial Artery Assessment
924	8	Central Blood Pressure
924	9	Carotid Intima-Media Thickness
924	10	Hypertension
925	1	Spinal Cord Injury
925	2	Neurological Classification
925	3	Epidemiology
925	4	Recovery
925	5	Inflammation
925	6	Neuroprotection
925	7	Physical Activity
925	8	Clinical Trials
925	9	Neuromodulation
925	10	Functional Recovery
926	1	Peripheral Arterial Disease
926	2	Guidelines
926	3	Angioplasty
926	4	Atherosclerosis
926	5	Claudication
926	6	Revascularization
926	7	Risk Factors
926	8	Ankle-Brachial Index
926	9	Stents
926	10	Diabetes
927	1	Trust
927	2	Reputation
927	3	Access Control
927	4	P2P Networks
927	5	Semantic Web
927	6	Role-Based Authorization
927	7	Security
927	8	Multi-Agent Systems
927	9	Policy Specification
927	10	Online Communities
928	1	Uncertainty Quantification
928	2	Sensitivity Analysis
928	3	Polynomial Chaos
928	4	Monte Carlo Simulation
928	5	Reliability Analysis
928	6	Stochastic Differential Equations
928	7	Global Sensitivity Indices
928	8	Sparse Grids
928	9	Latin Hypercube Sampling
928	10	Probabilistic Design Optimization
929	1	Wnt Signaling
929	2	ß-Catenin
929	3	Stem Cells
929	4	Cancer
929	5	Development
929	6	GSK-3
929	7	Lipoprotein Receptor
929	8	Cadherin Pathways
929	9	Therapeutic Targets
929	10	Osteoblast Differentiation
930	1	Flood Risk
930	2	Remote Sensing
930	3	Climate Change
930	4	Surface Water Mapping
930	5	Flood Inundation Modeling
930	6	Urban Flooding
930	7	Risk Perception
930	8	Hydrological Modeling
930	9	Satellite Imagery
930	10	Disaster Management
931	1	Array Processing
931	2	Direction-of-Arrival Estimation
931	3	Beamforming
931	4	Sparse Sensing
931	5	Coprime Arrays
931	6	Robust Adaptive Beamforming
931	7	MIMO Radar
931	8	Smart Antennas
931	9	Sparse Bayesian Learning
931	10	Sensor Arrays
932	1	Metabolic Engineering
932	2	Genome-Scale Models
932	3	Constraint-Based Models
932	4	Biofuel Production
932	5	Microbial Metabolism
932	6	Pathway Reconstruction
932	7	Flux Balance Analysis
932	8	Biorefineries
932	9	Synthetic Biology
932	10	Enzyme Database
933	1	Scheduling Algorithms
933	2	Hard Real-Time Systems
933	3	Multiprocessor Scheduling
933	4	WCET Analysis
933	5	Embedded Systems
933	6	Timing Analysis
933	7	Resource Allocation
933	8	Mixed-Criticality Systems
933	9	Feedback Control
933	10	RTOS
934	1	Molecular Chaperones
934	2	Protein Folding
934	3	Proteostasis
934	4	Heat Shock Proteins
934	5	Chaperone Machinery
934	6	Cancer Therapy
934	7	Cell Stress
934	8	Hsp70 and Hsp90
934	9	Protein Quality Control
934	10	Innate Immunity
935	1	Diagnosis
935	2	Management
935	3	Pathophysiology
935	4	Infertility
935	5	Quality of Life
935	6	Epidemiology
935	7	Immunobiology
935	8	Stem Cells
935	9	Pain Symptoms
935	10	Surgical Treatment
936	1	Millimeter Wave
936	2	5G
936	3	Communications
936	4	MIMO Systems
936	5	Channel Modeling
936	6	Hybrid Precoding
936	7	Terahertz Communications
936	8	Beamforming
936	9	Wireless Networks
936	10	Propagation Models
937	1	Senescence
937	2	Telomere
937	3	Tumor Suppression
937	4	Inflammation
937	5	Oncogene-induced Senescence
937	6	DNA Damage Response
937	7	Senolytics
937	8	Stem Cells
937	9	Aging
937	10	Telomerase
938	1	Thermal Energy Storage
938	2	Phase Change Materials
938	3	Heat Transfer
938	4	Building Applications
938	5	Latent Heat
938	6	High Temperature
938	7	Solar Energy
938	8	Thermal Conductivity Enhancement
938	9	Microencapsulated PCM
938	10	Energy Efficiency
939	1	Nonlinear Optical Materials
939	2	Crystallographic Computing
939	3	Deep-Ultraviolet Materials
939	4	Second Harmonic Generation
939	5	Inorganic Crystal Structures
939	6	Chalcogenide Clusters
939	7	Bond Valence Model
939	8	Fluorooxoborates
939	9	Metal Chalcogenides
939	10	Crystal Growth
940	1	Navier-Stokes Equations
940	2	Compressible Flows
940	3	Magnetohydrodynamics
940	4	Viscous Fluids
940	5	Global Existence
940	6	Weak Solutions
940	7	Boundary Value Problems
940	8	Incompressible Flow
940	9	Regularity Criteria
940	10	Free Surface Boundary
941	1	Musicology
941	2	Musical Theory
941	3	Performance Practice
941	4	Historical Analysis
941	5	Cultural Context
941	6	Ethnomusicology
941	7	Music Criticism
941	8	Musical Narrative
941	9	Mathematics of Music
941	10	Opera Studies
942	1	Gender
942	2	Sport
942	3	Fan Culture
942	4	Identity
942	5	Social Media
942	6	Masculinity
942	7	Femininity
942	8	Team Loyalty
942	9	Rivalry
942	10	Spectator Behavior
943	1	Escherichia coli
943	2	pathogenicity
943	3	virulence
943	4	genomic analysis
943	5	Shiga toxin
943	6	bacterial invasion
943	7	urinary tract infection
943	8	molecular pathogenesis
943	9	type III secretion system
943	10	vaccine development
944	1	Turbine
944	2	Film Cooling
944	3	Transition Model
944	4	Axial Compressor
944	5	Heat Transfer
944	6	Stall and Surge
944	7	Boundary Layer
944	8	Separation Control
944	9	Blade Tip
944	10	Large-Eddy Simulation
945	1	Lysosomal Storage Disorders
945	2	Enzyme Replacement Therapy
945	3	Gaucher Disease
945	4	Fabry Disease
945	5	Niemann-Pick Disease
945	6	Parkinson's Disease
945	7	Glucocerebrosidase Mutations
945	8	Cholesterol Metabolism
945	9	Neuronal Ceroid Lipofuscinoses
945	10	Mucopolysaccharidoses
946	1	Ionizing Radiation
946	2	Radon
946	3	Lung Cancer
946	4	Depleted Uranium
946	5	Radioactivity
946	6	Health Effects
946	7	Environmental Impact
946	8	Radionuclides
946	9	Toxicity
946	10	Exposure Pathways
947	1	Fluorine
947	2	Medicinal Chemistry
947	3	Pharmaceuticals
947	4	Bioisosteres
947	5	Trifluoromethylation
947	6	Organofluorine Chemistry
947	7	C–F Bond Activation
947	8	Enantioselective Fluorination
947	9	PET Imaging
947	10	Agrochemicals
948	1	Combinatorics
948	2	Permutations
948	3	Polytopes
948	4	Algebraic Combinatorics
948	5	Enumerative Combinatorics
948	6	Hopf Algebras
948	7	Schubert Calculus
948	8	Toric Varieties
948	9	Catalan Numbers
948	10	Ehrhart Polynomials
949	1	Huntington's Disease
949	2	Protein Aggregation
949	3	Polyglutamine
949	4	Mitochondrial Dysfunction
949	5	RNA-Mediated Disorders
949	6	Ataxia
949	7	Chaperones
949	8	Gene Expression Dysregulation
949	9	Trinucleotide Repeats
949	10	Neuronal Degeneration
950	1	Childhood Cancer
950	2	Acute Lymphoblastic Leukemia
950	3	Genetic Alterations
950	4	Treatment Outcome
950	5	Minimal Residual Disease
950	6	Pharmacogenomics
950	7	Prognostic Factors
950	8	Thiopurine Therapy
950	9	Relapse Risk
950	10	Pediatric Oncology
951	1	Cryptanalysis
951	2	Block Ciphers
951	3	Hash Functions
951	4	Side-Channel Attacks
951	5	Differential Cryptanalysis
951	6	Security Analysis
951	7	Hardware Implementations
951	8	Lightweight Ciphers
951	9	Fault Attacks
951	10	Authenticated Encryption
952	1	mTOR
952	2	signaling
952	3	PI3K/AKT pathway
952	4	cancer
952	5	growth control
952	6	metabolism
952	7	Raptor
952	8	TSC2
952	9	rapamycin
952	10	cell growth
953	1	E-Government
953	2	Transparency
953	3	Trust
953	4	Social Media
953	5	Open Data
953	6	Citizen Engagement
953	7	ICTs
953	8	Government Services
953	9	Accountability
953	10	Public Sector
954	1	Carpal Tunnel Syndrome
954	2	Electrodiagnostic Studies
954	3	Neurophysiological Grading Scale
954	4	Ultrasound Measurement
954	5	Nerve Conduction Studies
954	6	Peripheral Nerve Imaging
954	7	Thoracic Outlet Syndrome
954	8	Pudendal Neuralgia
954	9	Ulnar Neuropathy
954	10	MRI Neurography
955	1	Dinosaur
955	2	Evolution
955	3	Phylogenetic Analysis
955	4	Paleontology
955	5	Birds
955	6	Sauropod
955	7	Theropoda
955	8	Fossil
955	9	Morphology
955	10	Cretaceous
956	1	Fullerenes
956	2	Endohedral Fullerenes
956	3	Photosensitization
956	4	Nanoscience
956	5	Photovoltaic Devices
956	6	Molecular Systems
956	7	Electron Transfer
956	8	Biomedical Applications
956	9	Supramolecular Chemistry
956	10	Carbon Nanotubes
957	1	Photodynamic Therapy
957	2	Cancer Treatment
957	3	Photosensitizers
957	4	Singlet Oxygen
957	5	Antimicrobial
957	6	Nanoparticles
957	7	Tumor Imaging
957	8	Cell Death Pathways
957	9	Reactive Oxygen Species
957	10	Clinical Applications
958	1	Focused Ultrasound
958	2	Blood-Brain Barrier
958	3	Hyperthermia
958	4	Microbubbles
958	5	Drug Delivery
958	6	Cancer Treatment
958	7	MRI-Guided
958	8	Thermal Therapy
958	9	Ultrasound Contrast Agents
958	10	Noninvasive Treatment
959	1	Formative Assessment
959	2	Feedback
959	3	Self-regulated Learning
959	4	Peer Assessment
959	5	Assessment Literacy
959	6	Rubrics
959	7	Student Perception
959	8	Teacher Practice
959	9	Learning Outcomes
959	10	Educational Research
960	1	Puberty
960	2	GPR54 Gene
960	3	Kisspeptin
960	4	Hypogonadism
960	5	Gonadotropin-Releasing Hormone
960	6	Neurokinin B
960	7	Sexual Development
960	8	Hormonal Regulation
960	9	Reproductive Axis
960	10	Neuroendocrine Control
961	1	Hernia Repair
961	2	Mesh Techniques
961	3	Surgical Guidelines
961	4	Chronic Pain
961	5	Abdominal Wall Reconstruction
961	6	Biologic Mesh
961	7	Laparoscopic Repair
961	8	Incisional Hernia
961	9	Complications
961	10	Prosthetic Mesh
962	1	Density
962	2	Viscosity
962	3	Surface Tension
962	4	Binary Mixtures
962	5	Thermodynamic Properties
962	6	Excess Molar Volumes
962	7	Refractive Indices
962	8	Speed of Sound
962	9	Hydrogen Bonding
962	10	Aqueous Solutions
963	1	Optimization Software
963	2	Semidefinite Programming
963	3	Global Optimization
963	4	Nonlinear Programming
963	5	Interior-Point Methods
963	6	Derivative-Free Optimization
963	7	Quadratic Programming
963	8	Convex Optimization
963	9	Mixed-Integer Nonlinear Programs
963	10	Sum of Squares Techniques
964	1	Physical Layer Security
964	2	Wireless Communications
964	3	Secrecy Capacity
964	4	Cooperative Relaying
964	5	Artificial Noise
965	1	Sedimentation
965	2	Fluvial Systems
965	3	Sequence Stratigraphy
965	4	Turbidity Currents
965	5	Submarine Landslides
965	6	Delta Evolution
965	7	Sedimentary Deposition
965	8	Tectonics
965	9	Subaqueous Sediment Density Flows
965	10	Holocene Development
966	1	Hepatic Stellate Cells
966	2	Liver Regeneration
966	3	TGF-ß Signaling
966	4	Macrophages
966	5	MET Signaling
966	6	Fibrogenesis
966	7	Oxidative Stress
966	8	Angiogenesis
966	9	Hepatocyte Growth Factor
966	10	Inflammation
967	1	Carbon Dioxide Capture
967	2	CO2 Capture Technology
967	3	Adsorbent Materials
967	4	Amine Scrubbing
967	5	CO2 Separation
967	6	Solid Sorbents
967	7	Negative Emissions
967	8	Flue Gas Treatment
967	9	Porous Carbons
967	10	Global Warming Mitigation
968	1	Skew Distributions
968	2	Generalized Exponential
968	3	Weibull Distribution
968	4	Multivariate Normality
968	5	Progressive Censoring
968	6	Maximum Likelihood Estimation
968	7	Bayesian Inference
968	8	Lifetime Modeling
968	9	Goodness of Fit Tests
968	10	Parametric Models
969	1	Water Resources
969	2	Reservoir Operation
969	3	Water Demand
969	4	Climate Change
969	5	Sustainability
969	6	Hydro-Economic Models
969	7	Urbanization
969	8	System Dynamics
969	9	Robust Decision Making
969	10	Groundwater Management
970	1	Team Processes
970	2	Shared Mental Models
970	3	Virtual Teams
970	4	Transactive Memory Systems
970	5	Group Communication
970	6	Team Effectiveness
970	7	Global Collaboration
970	8	Leadership in Teams
970	9	Knowledge Sharing
970	10	Cognitive Diversity
971	1	Olfactory Dysfunction
971	2	COVID-19
971	3	Olfactory System
971	4	Anosmia
971	5	Olfactory Receptors
971	6	Neural Processing
971	7	Pheromones
971	8	Taste Disorders
971	9	Neurological Implications
971	10	Quality of Life
972	1	Microgrid
972	2	Protection
972	3	Fault Detection
972	4	Distributed Generation
972	5	Relay Coordination
972	6	Wavelet Transform
972	7	Artificial Neural Network
972	8	Optimal Coordination
972	9	Fault Location
972	10	Smart Grids
973	1	Actinides
973	2	Uranium
973	3	Lanthanides
973	4	Extraction
973	5	Sorption
973	6	Bioremediation
973	7	Complexation
973	8	Adsorption
973	9	Nuclear Waste
973	10	Coordination Chemistry
974	1	Call Center
974	2	Queueing Systems
974	3	Service Systems
974	4	Workload Management
974	5	Staffing Optimization
974	6	Patient Flow
974	7	Performance Analysis
974	8	Queueing Theory
974	9	Heavy Traffic Regime
974	10	Dynamic Scheduling
975	1	Chondrosarcoma
975	2	Chordoma
975	3	Osteoid Osteoma
975	4	Giant Cell Tumor
975	5	Fibrous Dysplasia
975	6	Aneurysmal Bone Cyst
975	7	Ollier Disease
975	8	Maffucci Syndrome
975	9	Enchondroma
975	10	Mesenchymal Chondrosarcoma
976	1	Rotavirus
976	2	Norovirus
976	3	Gastroenteritis
976	4	Vaccine
976	5	Infection
976	6	Epidemiology
976	7	Diarrhea
976	8	Genotyping
976	9	Pathogenesis
976	10	Molecular Detection
977	1	Near-Infrared Spectroscopy
977	2	Optical Imaging
977	3	Tissue Optical Properties
977	4	Fluorescence Molecular Imaging
977	5	Diffuse Optical Tomography
977	6	Brain Oxygenation Monitoring
977	7	Functional Neuroimaging
977	8	Monte Carlo Simulation
977	9	Hyperspectral Imaging
977	10	Cerebral Blood Flow Measurement
978	1	Prenatal Diagnosis
978	2	Aneuploidy Screening
978	3	Maternal Plasma DNA Sequencing
978	4	Noninvasive Prenatal Testing
978	5	Chromosomal Abnormalities
978	6	Preimplantation Genetic Diagnosis
978	7	Fetal DNA Analysis
978	8	Cell-Free DNA
978	9	Trisomy Detection
978	10	Genomic Sequencing
979	1	Breastfeeding
979	2	Infant Health
979	3	Maternal Health
979	4	Exclusive Breastfeeding
979	5	Breast Milk Composition
979	6	Child Development
979	7	Breastfeeding Duration
979	8	Breastfeeding Promotion
979	9	Lactation
979	10	Breastfeeding Support
980	1	Hemangiomas
980	2	Vascular Malformations
980	3	Propranolol
980	4	PIK3CA Mutations
980	5	Lymphatic Malformations
980	6	Sturge-Weber Syndrome
980	7	RASA1 Mutations
980	8	Sirolimus
980	9	PHACE Syndrome
980	10	Klippel-Trenaunay Syndrome
981	1	Cytomegalovirus
981	2	Infection
981	3	Transplant Recipients
981	4	Congenital Infection
981	5	Antiviral Therapy
981	6	Immunocompromised Individuals
981	7	Vaccine Development
981	8	T Cell Responses
981	9	Hearing Loss
981	10	Immune Evasion
982	1	Motor Control
982	2	Sensorimotor Learning
982	3	Feedback Control
982	4	Neural Basis
982	5	Motor Skill
982	6	Cerebellum
982	7	Muscle Synergies
982	8	Visuomotor Integration
982	9	Implicit Learning
982	10	Neuroplasticity
983	1	Endovascular Repair
983	2	Aneurysm Screening
983	3	Aneurysm Rupture
983	4	Inflammatory Mechanisms
983	5	Matrix Metalloproteinases
